node,lat,lon
4863717322,13.7379098,100.5156966
4863714925,13.7379784,100.5155258
268632429,13.7380024,100.5154822
332068103,13.7380793,100.5153449
359591919,13.7382362,100.5150838
3969154664,13.7384694,100.5147229
3969152352,13.7385832,100.5145781
1418894215,13.7387941,100.514311
1418894231,13.7391963,100.5138166
332068139,13.739418,100.5135273
1418894217,13.7394904,100.5134306
1418894214,13.7396194,100.5132617
5941754880,13.7398564,100.5129621
5941754881,13.7401013,100.5126525
280751206,13.7404145,100.5122566
359591746,13.7383522,100.5152204
280287639,13.7381841,100.5154516
2122149479,13.7381487,100.5155591
2122149478,13.7381485,100.5157759
281477846,13.738095,100.5159414
4865340162,13.7379257,100.5165035
3835638107,13.7378657,100.5166595
1856531868,13.7376963,100.5170706
1856532260,13.7374149,100.5177914
3356458976,13.7372814,100.5180925
3356458975,13.7371235,100.5184391
359587678,13.7367975,100.5191062
359588207,13.7367199,100.5192351
5942426592,13.7366576,100.5193919
2595562267,13.7366001,100.5195368
5941856022,13.7363046,100.5203082
280759541,13.7358091,100.5216014
373100773,13.735243,100.5230398
5950480039,13.7351776,100.523198
2671137493,13.7348602,100.523966
280758709,13.7346555,100.5244613
5950480006,13.7345355,100.5247647
5950480012,13.7344246,100.5250452
5950478583,13.7343067,100.5253434
358217544,13.7340775,100.525923
373087127,13.7340263,100.5260375
373087070,13.733914,100.5263643
358217579,13.7334629,100.5275325
280762042,13.7331713,100.5282192
1703081101,13.7329668,100.5286937
1703081673,13.7329161,100.5288256
280762029,13.732721,100.5293693
373087548,13.7323528,100.530198
1698343197,13.7318356,100.5314985
5950671775,13.7318222,100.5315286
297714657,13.7314336,100.5324815
1239192755,13.7314222,100.5325076
277941515,13.7309564,100.5335853
66263207,13.7308988,100.5337201
5950672212,13.7307853,100.5339778
358207491,13.7305007,100.5346237
358207436,13.7302797,100.5351575
5952785557,13.7300499,100.5356575
373088812,13.7299887,100.5357907
6315995761,13.7298168,100.536233
359238345,13.7298028,100.5362701
476319020,13.7297136,100.5364896
3345647798,13.729699,100.5365279
476319023,13.7296794,100.5365793
359243223,13.7296333,100.5367076
476319014,13.7296206,100.5367403
480780649,13.7295213,100.5369843
2078099531,13.7292751,100.5375824
6544590875,13.7291844,100.5378029
5952785555,13.7289722,100.5383184
373088881,13.7285188,100.5394201
373088884,13.728352,100.5397548
2078099497,13.7280212,100.5405246
311074999,13.7277079,100.5412538
1702450956,13.7272241,100.5423799
1702450915,13.7270904,100.5427921
1702450993,13.7266705,100.5437917
1702450939,13.7264733,100.5442326
3622788526,13.726441,100.5443109
5275513323,13.7264284,100.5443508
1702450904,13.7263905,100.5444522
5275513322,13.7263513,100.5445514
5275511920,13.7262968,100.5446662
1702451067,13.7262661,100.5447266
1702450996,13.7261395,100.5450414
6656366662,13.7260861,100.5451768
5763750185,13.725796,100.5459128
1702450930,13.725774,100.5459685
1702451008,13.7255518,100.5464078
1589652006,13.7246579,100.5486731
1589652003,13.7242718,100.5495918
1692045608,13.7232877,100.551792
1692045610,13.7232235,100.5520206
1692045533,13.7231186,100.5523344
1692045688,13.7230729,100.5525094
66263209,13.7229826,100.5526911
4090112463,13.7229686,100.5527171
4090112462,13.7229508,100.5527502
1692045499,13.7228914,100.5528603
281176514,13.722873,100.5528944
1692045593,13.722798,100.5530033
280738630,13.722778,100.5530528
280738167,13.7218136,100.5554194
4553310930,13.7215922,100.5559442
2667109852,13.7212204,100.5568521
1892287670,13.7208762,100.5576215
1693004113,13.7203918,100.5587896
66263210,13.7203144,100.5589908
282390730,13.7202358,100.5591952
1693004084,13.7201682,100.559371
3879574916,13.7199376,100.559912
277921833,13.719748,100.5603626
3593959114,13.7194564,100.561051
3593959109,13.7190296,100.5621101
85703477,13.7189892,100.5622508
85703478,13.7189256,100.562628
85703479,13.7189423,100.5629799
85703481,13.7190257,100.5633576
85703482,13.7191507,100.5636923
85703483,13.7192758,100.563967
85703484,13.7196431,100.5647841
85703485,13.719731,100.5650583
85703486,13.7197487,100.5652265
270329335,13.7197369,100.5653801
85703487,13.7197075,100.565491
3472974243,13.7196432,100.5656665
3472974231,13.7195753,100.5658085
85703488,13.7195687,100.5658231
3472974236,13.7194377,100.5661445
272555807,13.7190257,100.567153
272555808,13.7189664,100.5672964
2723606642,13.7186789,100.5679564
3048996871,13.7186364,100.5680541
267088502,13.7179636,100.5696006
85703489,13.716841,100.572181
765319547,13.716576,100.5728565
6427109882,13.7160328,100.574206
85703490,13.7152484,100.5761549
765319721,13.7152147,100.5762363
4552160452,13.7144988,100.5778811
2496043705,13.714466,100.5779565
85703491,13.7133242,100.5805658
85703492,13.7131754,100.580951
85703493,13.7131163,100.5811952
85703494,13.7130946,100.5815189
3948923063,13.7130395,100.5835972
85703495,13.7130258,100.5841146
1686126942,13.7129113,100.5863831
1686126940,13.7128324,100.5879452
6680852831,13.7127902,100.5887804
1686126934,13.712749,100.5895966
85703496,13.7127469,100.5896389
85703497,13.7127802,100.5899994
85703498,13.7128553,100.5903599
4453287975,13.7132655,100.5912302
1686126945,13.7134361,100.5916744
85703499,13.7134931,100.5917798
4965416688,13.7135113,100.5918011
85703500,13.7136209,100.5919293
4965416696,13.7142264,100.5924035
272206256,13.7142868,100.5924507
